,since,until,Tesla Stock Price,S&P 500 Variance,Ford Stock Price,GM Stock Price,Toyota Stock Price,Nissan Stock Price,Tesla Wikipedia Page Views,Sentiment,Previous Week Tesla Stock Price
456,2020-06-24,2020-07-01,66.60973358,3725.043749,5.996000004,25.11399956,126.85,7.523999977,3080.4,0.2014110092,66.30800018
457,2020-07-02,2020-07-09,88.93300056,3519.296098,6.112500072,25.25999975,125.9350014,7.417500019,5085.75,0.2549635514,66.60973358
458,2020-07-10,2020-07-17,101.4021332,2264.852254,6.423999977,25.72399979,126.0540009,7.511999893,4806,0.132488587,88.93300056
459,2020-07-18,2020-07-25,103.1167999,4395.840929,6.807999992,26.29399986,126.1759995,7.872000027,5579.2,0.239466,101.4021332
460,2020-07-26,2020-08-02,99.11266785,2779.567903,6.842000008,25.60200005,123.7639984,7.335999966,3662.4,0.2539425532,103.1167999
461,2020-08-03,2020-08-10,98.65746765,1843.318297,6.860000038,26.22199974,125.3940018,7.228000069,3275.6,0.2163428571,99.11266785
462,2020-08-11,2020-08-18,107.1533325,2640.80968,7.078000069,28.39400024,135.1160004,7.755999947,3536,0.2198037736,98.65746765
463,2020-08-19,2020-08-26,132.9050659,3328.427545,6.857999992,29.32199974,134.5359985,7.922000027,4412.6,0.174775,107.1533325
464,2020-08-27,2020-09-03,154.0780029,3202.103535,6.889999962,30.01800003,132.9459991,8.039999866,5400.4,0.1532511364,132.9050659
465,2020-09-04,2020-09-11,123.8458328,4204.931078,6.952499986,31.12500048,131.4274979,7.787500024,5101.25,0.07122743902,154.0780029
466,2020-09-12,2020-09-19,145.1146637,4405.860967,7.138000011,31.59400024,134.2160004,7.380000019,4199,0.1966436975,123.8458328
467,2020-09-20,2020-09-27,136.6073334,6731.084065,6.692000008,29.37800026,132.3160004,7.00199995,5637.8,0.1383920354,145.1146637
468,2020-09-28,2020-10-05,142.1686646,6309.385547,6.717999935,29.72199974,133.3719971,7.088000107,3995.2,0.2551992908,136.6073334
469,2020-10-06,2020-10-13,142.7666656,2656.877774,7.296000004,31.71999969,132.1039978,7.255999947,3999.8,0.1668113333,142.1686646
470,2020-10-14,2020-10-21,146.841333,6994.21076,7.638000011,33.33199959,131.1059998,7.052000046,4149.8,0.1513828571,142.7666656
471,2020-10-22,2020-10-29,139.8266663,3650.845821,8.003999901,35.80800018,132.4160034,7.269999981,4074.8,0.1996276423,146.841333
472,2020-10-30,2020-11-06,138.1013306,5349.771417,7.789999962,35.36199951,134.326001,7.288000011,3593.6,0.1174044444,139.8266663
473,2020-11-07,2020-11-14,137.9339996,7127.856206,8.331999969,40.22200012,140.673999,8.034000015,3984,0.1937526316,138.1013306
474,2020-11-15,2020-11-22,155.0146698,11488.60569,8.78599987,42.53800049,142.3460022,9.203999901,5549.8,0.2071697248,137.9339996
475,2020-11-23,2020-11-30,186.4158287,13358.55959,9.119999886,45.4375,142.142498,9.920000076,6338.75,0.1585303571,155.0146698
476,2020-12-01,2020-12-08,199.1839996,3980.576635,9.242000008,44.41200104,137.1519989,10.08000011,5082.4,0.1353507576,186.4158287
477,2020-12-09,2020-12-16,207.641333,2191.2212,9.129999924,42.49999924,148.276004,10.79400005,5291.4,0.2382238095,199.1839996
478,2020-12-17,2020-12-24,219.1386658,1526.756403,8.947999954,41.51999969,152.4220032,10.88200016,4634.4,0.137822807,207.641333
479,2020-12-25,2021-01-01,227.5108337,593.3408101,8.839999914,41.67749977,153.6500015,10.75749993,4310.5,0.1437942857,219.1386658
480,2021-01-02,2021-01-09,261.1279999,813.5841919,8.81400013,42.30599976,153.147998,10.58600006,9164.8,0.1301134615,227.5108337
481,2021-01-10,2021-01-17,279.0799988,1954.96477,9.771999931,48.61199951,151.1079987,10.33400021,9019.6,0.2006386207,261.1279999
482,2021-01-18,2021-01-25,282.219162,2234.946219,10.98250008,55.29500103,149.3499985,10.76999998,5764,0.1464770642,279.0799988
483,2021-01-26,2021-02-02,281.0680054,2227.311245,10.81199989,50.92200012,142.5700012,10.44400005,7506,0.169297093,282.219162
484,2021-02-03,2021-02-10,284.6526611,1726.559879,11.51400013,55.14600067,150.776001,11.65200005,7753.6,0.1398080402,281.0680054
485,2021-02-11,2021-02-18,268.5125046,3365.617733,11.47999978,53.36249924,158.1100006,11.98749995,6655.5,0.2644,284.6526611
486,2021-02-19,2021-02-26,241.2586639,4076.752955,11.78600006,51.83199997,152.0859985,11.20999985,6331.6,0.1406244186,268.5125046
487,2021-02-27,2021-03-06,218.4973358,2068.475055,12.18000011,52.98000031,148.5500031,11.21400013,5303.6,0.1835358333,241.2586639
488,2021-03-07,2021-03-14,219.8646667,2220.393743,12.86199989,56.41000061,150.5079987,11.26800003,5359.8,0.1519496815,218.4973358
489,2021-03-15,2021-03-22,226.3106628,2875.718506,12.73999977,58.83999939,154.9860016,11.22200012,5222.4,0.1040241176,219.8646667
490,2021-03-23,2021-03-30,210.8546661,3207.120173,12.22399998,56.20599976,152.2699982,11.08000011,4685,0.1373877358,226.3106628
491,2021-03-31,2021-04-07,226.0291634,2869.408561,12.50999999,59.55999947,154.8125,10.85749984,4508.5,0.235282906,210.8546661
492,2021-04-08,2021-04-15,237.1566681,4828.157005,12.36800003,59.37600021,154.7480011,10.50799999,4479.2,0.19015,226.0291634
493,2021-04-16,2021-04-23,242.4806671,8690.978688,11.89199963,57.30200043,155.6000031,10.30200024,4384.2,-0.04216832298,237.1566681
494,2021-04-24,2021-05-01,234.9186646,4137.348271,11.99800014,57.90400009,152.5619965,10.17600002,4619,0.2042096386,242.4806671
495,2021-05-02,2021-05-09,224.3566681,1138.260281,11.64199982,57.55600128,152.1699982,10.17800007,4654.2,0.219377686,234.9186646
496,2021-05-10,2021-05-17,199.8373352,911.8920707,11.60200005,55.49999924,154.3800018,9.96400013,5280.8,0.1498112245,224.3566681
497,2021-05-18,2021-05-25,194.3620026,1386.493858,12.62600002,56.04999924,160.8220001,9.78200016,4357.4,0.1960352564,199.8373352
498,2021-05-26,2021-06-01,208.3555552,1446.851184,14.43666649,59.05333455,165.1833344,9.963333448,3498.666667,0.2293094118,194.3620026
